County,Data Generation Date,OSHPD Project Status,Total Costs of OSHPD Projects,Number of OSHPD Projects,Collection of Counties
39 - San Joaquin,7/24/2019,In Closure,"$4,619,387.00 ",4,
40 - San Luis Obispo,7/24/2019,In Review,"$979,300.00 ",6,
40 - San Luis Obispo,7/24/2019,Pending Construction,"$2,536,613.00 ",12,
40 - San Luis Obispo,7/24/2019,In Construction,"$26,195,843.00 ",29,
40 - San Luis Obispo,7/24/2019,In Closure,"$422,991.00 ",3,
41 - San Mateo,7/24/2019,In Review,"$15,679,130.00 ",17,Bay Area Counties
41 - San Mateo,7/24/2019,Pending Construction,"$29,677,335.00 ",39,Bay Area Counties
41 - San Mateo,7/24/2019,In Construction,"$53,223,720.00 ",61,Bay Area Counties
41 - San Mateo,7/24/2019,In Closure,"$9,224,593.00 ",17,Bay Area Counties
42 - Santa Barbara,7/24/2019,In Review,"$10,069,789.00 ",13,
42 - Santa Barbara,7/24/2019,Pending Construction,"$16,770,789.00 ",16,
42 - Santa Barbara,7/24/2019,In Construction,"$171,888,803.00 ",35,
42 - Santa Barbara,7/24/2019,In Closure,"$2,040,562.00 ",7,
43 - Santa Clara,7/24/2019,In Review,"$420,363,658.00 ",59,Bay Area Counties
43 - Santa Clara,7/24/2019,Pending Construction,"$46,721,516.00 ",68,Bay Area Counties
43 - Santa Clara,7/24/2019,In Construction,"$1,127,733,806.00 ",187,Bay Area Counties
43 - Santa Clara,7/24/2019,In Closure,"$11,430,511.00 ",18,Bay Area Counties
44 - Santa Cruz,7/24/2019,In Review,"$1,942,317.00 ",5,
44 - Santa Cruz,7/24/2019,Pending Construction,"$3,124,980.00 ",12,
44 - Santa Cruz,7/24/2019,In Construction,"$23,468,129.00 ",18,
44 - Santa Cruz,7/24/2019,In Closure,"$2,424,906.00 ",4,
45 - Shasta,7/24/2019,In Review,"$7,586,000.00 ",10,
45 - Shasta,7/24/2019,Pending Construction,"$2,524,375.00 ",8,
45 - Shasta,7/24/2019,In Construction,"$19,214,402.00 ",15,
45 - Shasta,7/24/2019,In Closure,"$1,627,128.00 ",2,
46 - Sierra,7/24/2019,In Review,0,0,
46 - Sierra,7/24/2019,Pending Construction,"$85,500.00 ",1,
46 - Sierra,7/24/2019,In Construction,"$148,000.00 ",1,
46 - Sierra,7/24/2019,In Closure,0,0,
47 - Siskiyou,7/24/2019,In Review,"$1,225,284.00 ",5,
47 - Siskiyou,7/24/2019,Pending Construction,"$978,917.00 ",2,
47 - Siskiyou,7/24/2019,In Construction,"$5,338,312.00 ",8,
47 - Siskiyou,7/24/2019,In Closure,0,0,
48 - Solano,7/24/2019,In Review,"$1,518,300.00 ",7,Bay Area Counties
48 - Solano,7/24/2019,Pending Construction,"$10,233,244.00 ",28,Bay Area Counties
48 - Solano,7/24/2019,In Construction,"$103,039,088.00 ",43,Bay Area Counties
48 - Solano,7/24/2019,In Closure,"$764,338.00 ",6,Bay Area Counties
49 - Sonoma,7/24/2019,In Review,"$153,631,810.00 ",34,Bay Area Counties
49 - Sonoma,7/24/2019,Pending Construction,"$5,899,585.00 ",15,Bay Area Counties
49 - Sonoma,7/24/2019,In Construction,"$42,445,068.00 ",57,Bay Area Counties
49 - Sonoma,7/24/2019,In Closure,"$2,670,166.00 ",13,Bay Area Counties
50 - Stanislaus,7/24/2019,In Review,"$4,079,188.00 ",11,
50 - Stanislaus,7/24/2019,Pending Construction,"$2,574,286.00 ",17,
50 - Stanislaus,7/24/2019,In Construction,"$26,888,130.00 ",51,
50 - Stanislaus,7/24/2019,In Closure,"$1,385,431.00 ",8,
51 - Sutter,7/24/2019,In Review,0,0,
51 - Sutter,7/24/2019,Pending Construction,"$15,000.00 ",1,
51 - Sutter,7/24/2019,In Construction,"$259,525.00 ",5,
51 - Sutter,7/24/2019,In Closure,0,0,
52 - Tehama,7/24/2019,In Review,0,0,
52 - Tehama,7/24/2019,Pending Construction,"$10,000.00 ",1,
52 - Tehama,7/24/2019,In Construction,"$2,258,702.00 ",6,
52 - Tehama,7/24/2019,In Closure,0,0,
53 - Trinity,7/24/2019,In Review,0,0,
53 - Trinity,7/24/2019,Pending Construction,"$140,000.00 ",1,
53 - Trinity,7/24/2019,In Construction,0,0,
53 - Trinity,7/24/2019,In Closure,0,0,
54 - Tulare,7/24/2019,In Review,"$1,324,773.00 ",8,
54 - Tulare,7/24/2019,Pending Construction,"$651,999.00 ",3,
54 - Tulare,7/24/2019,In Construction,"$73,259,416.00 ",26,
54 - Tulare,7/24/2019,In Closure,"$225,695.00 ",2,
55 - Tuolumne,7/24/2019,In Review,0,0,
55 - Tuolumne,7/24/2019,Pending Construction,0,0,
55 - Tuolumne,7/24/2019,In Construction,"$805,530.00 ",2,
55 - Tuolumne,7/24/2019,In Closure,0,0,
56 - Ventura,7/24/2019,In Review,"$34,761,589.00 ",18,Greater Los Angeles Counties
56 - Ventura,7/24/2019,Pending Construction,"$5,867,994.00 ",20,Greater Los Angeles Counties
56 - Ventura,7/24/2019,In Construction,"$203,221,719.00 ",59,Greater Los Angeles Counties
56 - Ventura,7/24/2019,In Closure,"$13,721,687.00 ",8,Greater Los Angeles Counties
57 - Yolo,7/24/2019,In Review,"$3,659,733.00 ",5,Greater Sacramento Counties
57 - Yolo,7/24/2019,Pending Construction,"$4,989,275.00 ",6,Greater Sacramento Counties
57 - Yolo,7/24/2019,In Construction,"$17,453,129.00 ",12,Greater Sacramento Counties
57 - Yolo,7/24/2019,In Closure,"$1,349,459.00 ",1,Greater Sacramento Counties
58 - Yuba,7/24/2019,In Review,0,0,
58 - Yuba,7/24/2019,Pending Construction,"$1,405,000.00 ",1,
58 - Yuba,7/24/2019,In Construction,"$6,952,839.00 ",9,
58 - Yuba,7/24/2019,In Closure,"$89,170,550.00 ",2,
01 - Alameda,8/8/2019,In Review,"$28,868,437.00 ",35,Bay Area Counties
01 - Alameda,8/8/2019,Pending Construction,"$42,292,055.00 ",52,Bay Area Counties
01 - Alameda,8/8/2019,In Construction,"$442,566,584.00 ",137,Bay Area Counties
01 - Alameda,8/8/2019,In Closure,"$16,072,316.00 ",14,Bay Area Counties
02 - Alpine,8/8/2019,In Review,0,0,
02 - Alpine,8/8/2019,Pending Construction,0,0,
02 - Alpine,8/8/2019,In Construction,0,0,
02 - Alpine,8/8/2019,In Closure,0,0,
03 - Amador,8/8/2019,In Review,"$174,445.00 ",3,
03 - Amador,8/8/2019,Pending Construction,"$37,117.00 ",3,
03 - Amador,8/8/2019,In Construction,"$3,111,931.00 ",4,
03 - Amador,8/8/2019,In Closure,0,0,
04 - Butte,8/8/2019,In Review,"$180,000.00 ",2,
04 - Butte,8/8/2019,Pending Construction,"$1,059,300.00 ",5,
04 - Butte,8/8/2019,In Construction,"$116,968,666.00 ",16,
04 - Butte,8/8/2019,In Closure,"$18,000.00 ",1,
05 - Calaveras,8/8/2019,In Review,"$111,831.00 ",1,
05 - Calaveras,8/8/2019,Pending Construction,"$475,000.00 ",2,
05 - Calaveras,8/8/2019,In Construction,"$725,711.00 ",2,
05 - Calaveras,8/8/2019,In Closure,0,0,
06 - Colusa,8/8/2019,In Review,"$65,000.00 ",2,
06 - Colusa,8/8/2019,Pending Construction,0,0,
06 - Colusa,8/8/2019,In Construction,0,0,
06 - Colusa,8/8/2019,In Closure,0,0,
07 - Contra Costa,8/8/2019,In Review,"$35,809,447.00 ",22,Bay Area Counties
07 - Contra Costa,8/8/2019,Pending Construction,"$9,397,812.00 ",27,Bay Area Counties
07 - Contra Costa,8/8/2019,In Construction,"$63,500,978.00 ",58,Bay Area Counties
07 - Contra Costa,8/8/2019,In Closure,"$9,527,061.00 ",15,Bay Area Counties
08 - Del Norte,8/8/2019,In Review,"$25,000.00 ",1,
08 - Del Norte,8/8/2019,Pending Construction,"$500,000.00 ",1,
08 - Del Norte,8/8/2019,In Construction,"$2,711,840.00 ",3,
08 - Del Norte,8/8/2019,In Closure,"$41,000.00 ",2,
09 - El Dorado,8/8/2019,In Review,"$6,860,040.00 ",4,Greater Sacramento Counties
09 - El Dorado,8/8/2019,Pending Construction,"$1,794,544.00 ",5,Greater Sacramento Counties
09 - El Dorado,8/8/2019,In Construction,"$22,472,324.00 ",19,Greater Sacramento Counties
09 - El Dorado,8/8/2019,In Closure,"$1,632,042.00 ",1,Greater Sacramento Counties
10 - Fresno,8/8/2019,In Review,"$90,934,674.00 ",25,
10 - Fresno,8/8/2019,Pending Construction,"$13,734,018.00 ",30,
10 - Fresno,8/8/2019,In Construction,"$81,926,228.00 ",78,
10 - Fresno,8/8/2019,In Closure,"$3,893,919.00 ",13,
11 - Glenn,8/8/2019,In Review,"$25,000.00 ",1,
11 - Glenn,8/8/2019,Pending Construction,"$12,962,075.00 ",2,
11 - Glenn,8/8/2019,In Construction,0,0,
11 - Glenn,8/8/2019,In Closure,0,0,
12 - Humboldt,8/8/2019,In Review,"$119,000.00 ",2,
12 - Humboldt,8/8/2019,Pending Construction,"$1,499,875.00 ",4,
12 - Humboldt,8/8/2019,In Construction,"$99,963,349.00 ",8,
12 - Humboldt,8/8/2019,In Closure,"$168,300.00 ",2,
13 - Imperial,8/8/2019,In Review,"$6,715,000.00 ",6,
13 - Imperial,8/8/2019,Pending Construction,"$14,004,000.00 ",9,
13 - Imperial,8/8/2019,In Construction,"$26,214,615.00 ",3,
13 - Imperial,8/8/2019,In Closure,"$30,000.00 ",1,
14 - Inyo,8/8/2019,In Review,"$1,435,000.00 ",1,
14 - Inyo,8/8/2019,Pending Construction,0,0,
14 - Inyo,8/8/2019,In Construction,"$3,700.00 ",2,
14 - Inyo,8/8/2019,In Closure,0,0,
15 - Kern,8/8/2019,In Review,"$145,821,959.00 ",26,
15 - Kern,8/8/2019,Pending Construction,"$31,778,254.00 ",18,
15 - Kern,8/8/2019,In Construction,"$14,806,832.00 ",45,
15 - Kern,8/8/2019,In Closure,"$6,361,659.00 ",5,
16 - Kings,8/8/2019,In Review,0,0,
16 - Kings,8/8/2019,Pending Construction,"$161,000.00 ",2,
16 - Kings,8/8/2019,In Construction,"$845,864.00 ",5,
16 - Kings,8/8/2019,In Closure,0,0,
17 - Lake,8/8/2019,In Review,"$1,776,200.00 ",6,
17 - Lake,8/8/2019,Pending Construction,"$413,000.00 ",5,
17 - Lake,8/8/2019,In Construction,"$6,224,306.00 ",9,
17 - Lake,8/8/2019,In Closure,0,0,
18 - Lassen,8/8/2019,In Review,"$20,000.00 ",1,
18 - Lassen,8/8/2019,Pending Construction,"$6,817,036.00 ",2,
18 - Lassen,8/8/2019,In Construction,"$3,766,969.00 ",8,
18 - Lassen,8/8/2019,In Closure,0,0,
19 - Los Angeles,8/8/2019,In Review,"$712,676,996.00 ",286,Greater Los Angeles Counties
19 - Los Angeles,8/8/2019,Pending Construction,"$267,431,419.00 ",383,Greater Los Angeles Counties
19 - Los Angeles,8/8/2019,In Construction,"$1,163,689,759.00 ",994,Greater Los Angeles Counties
19 - Los Angeles,8/8/2019,In Closure,"$59,979,167.00 ",126,Greater Los Angeles Counties
20 - Madera,8/8/2019,In Review,"$7,192,283.00 ",6,
20 - Madera,8/8/2019,Pending Construction,"$454,700.00 ",4,
20 - Madera,8/8/2019,In Construction,"$11,986,039.00 ",24,
20 - Madera,8/8/2019,In Closure,"$881,465.00 ",2,
21 - Marin,8/8/2019,In Review,"$26,108,000.00 ",9,Bay Area Counties
21 - Marin,8/8/2019,Pending Construction,"$40,452,247.00 ",12,Bay Area Counties
21 - Marin,8/8/2019,In Construction,"$266,495,143.00 ",40,Bay Area Counties
21 - Marin,8/8/2019,In Closure,"$17,211,457.00 ",5,Bay Area Counties
22 - Mariposa,8/8/2019,In Review,"$15,000.00 ",1,
22 - Mariposa,8/8/2019,Pending Construction,"$15,000.00 ",1,
22 - Mariposa,8/8/2019,In Construction,"$20,000.00 ",1,
22 - Mariposa,8/8/2019,In Closure,0,0,
23 - Mendocino,8/8/2019,In Review,"$50,000.00 ",1,
23 - Mendocino,8/8/2019,Pending Construction,"$374,000.00 ",3,
23 - Mendocino,8/8/2019,In Construction,"$6,194,527.00 ",18,
23 - Mendocino,8/8/2019,In Closure,"$58,533.00 ",1,
24 - Merced,8/8/2019,In Review,"$2,053,338.00 ",5,
24 - Merced,8/8/2019,Pending Construction,"$636,968.00 ",6,
24 - Merced,8/8/2019,In Construction,"$1,242,851.00 ",8,
24 - Merced,8/8/2019,In Closure,"$14,500.00 ",1,
25 - Modoc,8/8/2019,In Review,0,0,
25 - Modoc,8/8/2019,Pending Construction,0,0,
25 - Modoc,8/8/2019,In Construction,"$26,699,989.00 ",2,
25 - Modoc,8/8/2019,In Closure,0,0,
26 - Mono,8/8/2019,In Review,"$22,554.00 ",1,
26 - Mono,8/8/2019,Pending Construction,0,0,
26 - Mono,8/8/2019,In Construction,"$1,068,276.00 ",2,
26 - Mono,8/8/2019,In Closure,0,0,
27 - Monterey,8/8/2019,In Review,"$5,577,104.00 ",17,
27 - Monterey,8/8/2019,Pending Construction,"$4,246,260.00 ",18,
27 - Monterey,8/8/2019,In Construction,"$24,112,549.00 ",28,
27 - Monterey,8/8/2019,In Closure,"$5,041,726.00 ",10,
28 - Napa,8/8/2019,In Review,"$8,529,161.00 ",9,Bay Area Counties
28 - Napa,8/8/2019,Pending Construction,"$11,782,490.00 ",11,Bay Area Counties
28 - Napa,8/8/2019,In Construction,"$5,909,914.00 ",18,Bay Area Counties
28 - Napa,8/8/2019,In Closure,"$1,548,806.00 ",5,Bay Area Counties
29 - Nevada,8/8/2019,In Review,"$2,039,616.00 ",8,
29 - Nevada,8/8/2019,Pending Construction,"$142,465.00 ",3,
29 - Nevada,8/8/2019,In Construction,"$29,334,014.00 ",19,
29 - Nevada,8/8/2019,In Closure,0,0,
30 - Orange,8/8/2019,In Review,"$86,757,396.00 ",67,Greater Los Angeles Counties
30 - Orange,8/8/2019,Pending Construction,"$21,767,856.00 ",59,Greater Los Angeles Counties
30 - Orange,8/8/2019,In Construction,"$157,227,798.00 ",142,Greater Los Angeles Counties
30 - Orange,8/8/2019,In Closure,"$38,837,318.00 ",65,Greater Los Angeles Counties
31 - Placer,8/8/2019,In Review,"$37,773,041.00 ",10,Greater Sacramento Counties
31 - Placer,8/8/2019,Pending Construction,"$6,778,877.00 ",13,Greater Sacramento Counties
31 - Placer,8/8/2019,In Construction,"$85,649,832.00 ",40,Greater Sacramento Counties
31 - Placer,8/8/2019,In Closure,"$969,740.00 ",5,Greater Sacramento Counties
32 - Plumas,8/8/2019,In Review,0,0,
32 - Plumas,8/8/2019,Pending Construction,"$160,000.00 ",2,
32 - Plumas,8/8/2019,In Construction,"$250,379.00 ",6,
32 - Plumas,8/8/2019,In Closure,0,0,
33 - Riverside,8/8/2019,In Review,"$287,230,823.00 ",53,
33 - Riverside,8/8/2019,Pending Construction,"$65,938,069.00 ",62,
33 - Riverside,8/8/2019,In Construction,"$317,024,163.00 ",134,
33 - Riverside,8/8/2019,In Closure,"$25,659,261.00 ",21,
34 - Sacramento,8/8/2019,In Review,"$90,890,297.00 ",58,Greater Sacramento Counties
34 - Sacramento,8/8/2019,Pending Construction,"$88,526,382.00 ",62,Greater Sacramento Counties
34 - Sacramento,8/8/2019,In Construction,"$276,333,008.00 ",136,Greater Sacramento Counties
34 - Sacramento,8/8/2019,In Closure,"$8,496,461.00 ",19,Greater Sacramento Counties
35 - San Benito,8/8/2019,In Review,"$75,000.00 ",1,
35 - San Benito,8/8/2019,Pending Construction,0,0,
35 - San Benito,8/8/2019,In Construction,"$276,539.00 ",2,
35 - San Benito,8/8/2019,In Closure,0,0,
36 - San Bernardino,8/8/2019,In Review,"$142,802,505.00 ",47,
36 - San Bernardino,8/8/2019,Pending Construction,"$15,572,386.00 ",55,
36 - San Bernardino,8/8/2019,In Construction,"$805,624,555.00 ",154,
36 - San Bernardino,8/8/2019,In Closure,"$10,244,773.00 ",17,
37 - San Diego,8/8/2019,In Review,"$50,493,653.00 ",69,
37 - San Diego,8/8/2019,Pending Construction,"$60,242,679.00 ",115,
37 - San Diego,8/8/2019,In Construction,"$272,212,414.00 ",220,
37 - San Diego,8/8/2019,In Closure,"$9,159,332.00 ",44,
38 - San Francisco,8/8/2019,In Review,"$49,803,660.00 ",33,Bay Area Counties
38 - San Francisco,8/8/2019,Pending Construction,"$65,253,375.00 ",59,Bay Area Counties
38 - San Francisco,8/8/2019,In Construction,"$589,985,189.00 ",111,Bay Area Counties
38 - San Francisco,8/8/2019,In Closure,"$52,161,299.00 ",31,Bay Area Counties
39 - San Joaquin,8/8/2019,In Review,"$26,605,834.00 ",15,
39 - San Joaquin,8/8/2019,Pending Construction,"$13,551,784.00 ",10,
39 - San Joaquin,8/8/2019,In Construction,"$55,469,475.00 ",36,
39 - San Joaquin,8/8/2019,In Closure,"$6,295,191.00 ",9,
40 - San Luis Obispo,8/8/2019,In Review,"$1,188,753.00 ",7,
40 - San Luis Obispo,8/8/2019,Pending Construction,"$2,524,166.00 ",11,
40 - San Luis Obispo,8/8/2019,In Construction,"$26,229,440.00 ",29,
40 - San Luis Obispo,8/8/2019,In Closure,"$497,491.00 ",3,
41 - San Mateo,8/8/2019,In Review,"$15,756,390.00 ",18,Bay Area Counties
41 - San Mateo,8/8/2019,Pending Construction,"$29,556,335.00 ",37,Bay Area Counties
41 - San Mateo,8/8/2019,In Construction,"$53,357,220.00 ",62,Bay Area Counties
41 - San Mateo,8/8/2019,In Closure,"$9,263,296.00 ",18,Bay Area Counties
42 - Santa Barbara,8/8/2019,In Review,"$3,321,179.00 ",13,
42 - Santa Barbara,8/8/2019,Pending Construction,"$26,931,039.00 ",16,
42 - Santa Barbara,8/8/2019,In Construction,"$172,368,753.00 ",36,
42 - Santa Barbara,8/8/2019,In Closure,"$1,801,905.00 ",6,
43 - Santa Clara,8/8/2019,In Review,"$246,694,876.00 ",52,Bay Area Counties
43 - Santa Clara,8/8/2019,Pending Construction,"$48,100,216.00 ",68,Bay Area Counties
43 - Santa Clara,8/8/2019,In Construction,"$1,121,298,077.00 ",189,Bay Area Counties
43 - Santa Clara,8/8/2019,In Closure,"$13,533,247.00 ",19,Bay Area Counties
44 - Santa Cruz,8/8/2019,In Review,"$1,581,000.00 ",4,
44 - Santa Cruz,8/8/2019,Pending Construction,"$3,235,897.00 ",14,
44 - Santa Cruz,8/8/2019,In Construction,"$23,468,129.00 ",18,
44 - Santa Cruz,8/8/2019,In Closure,"$2,424,906.00 ",4,
45 - Shasta,8/8/2019,In Review,"$6,501,243.00 ",8,
45 - Shasta,8/8/2019,Pending Construction,"$2,589,375.00 ",10,
45 - Shasta,8/8/2019,In Construction,"$19,214,502.00 ",15,
45 - Shasta,8/8/2019,In Closure,0,0,
46 - Sierra,8/8/2019,In Review,0,0,
46 - Sierra,8/8/2019,Pending Construction,"$85,500.00 ",1,
46 - Sierra,8/8/2019,In Construction,"$148,000.00 ",1,
46 - Sierra,8/8/2019,In Closure,0,0,
47 - Siskiyou,8/8/2019,In Review,"$1,405,624.00 ",6,
47 - Siskiyou,8/8/2019,Pending Construction,"$978,917.00 ",2,
47 - Siskiyou,8/8/2019,In Construction,"$5,338,312.00 ",8,
47 - Siskiyou,8/8/2019,In Closure,0,0,
48 - Solano,8/8/2019,In Review,"$1,530,100.00 ",8,Bay Area Counties
48 - Solano,8/8/2019,Pending Construction,"$9,118,244.00 ",23,Bay Area Counties
48 - Solano,8/8/2019,In Construction,"$98,316,693.00 ",47,Bay Area Counties
48 - Solano,8/8/2019,In Closure,"$7,429,939.00 ",7,Bay Area Counties
49 - Sonoma,8/8/2019,In Review,"$151,504,334.00 ",32,Bay Area Counties
49 - Sonoma,8/8/2019,Pending Construction,"$6,084,176.00 ",16,Bay Area Counties
49 - Sonoma,8/8/2019,In Construction,"$41,912,564.00 ",56,Bay Area Counties
49 - Sonoma,8/8/2019,In Closure,"$1,072,903.00 ",10,Bay Area Counties
50 - Stanislaus,8/8/2019,In Review,"$3,978,246.00 ",9,
50 - Stanislaus,8/8/2019,Pending Construction,"$2,635,812.00 ",18,
50 - Stanislaus,8/8/2019,In Construction,"$26,754,996.00 ",47,
50 - Stanislaus,8/8/2019,In Closure,"$1,445,660.00 ",8,
51 - Sutter,8/8/2019,In Review,0,0,
51 - Sutter,8/8/2019,Pending Construction,"$15,000.00 ",1,
51 - Sutter,8/8/2019,In Construction,"$259,525.00 ",5,
51 - Sutter,8/8/2019,In Closure,0,0,
52 - Tehama,8/8/2019,In Review,"$74,095.00 ",1,
52 - Tehama,8/8/2019,Pending Construction,"$10,000.00 ",1,
52 - Tehama,8/8/2019,In Construction,"$2,258,702.00 ",6,
52 - Tehama,8/8/2019,In Closure,0,0,
53 - Trinity,8/8/2019,In Review,0,0,
53 - Trinity,8/8/2019,Pending Construction,"$140,000.00 ",1,
53 - Trinity,8/8/2019,In Construction,0,0,
53 - Trinity,8/8/2019,In Closure,0,0,
54 - Tulare,8/8/2019,In Review,"$1,434,946.00 ",10,
54 - Tulare,8/8/2019,Pending Construction,"$840,999.00 ",4,
54 - Tulare,8/8/2019,In Construction,"$73,267,416.00 ",26,
54 - Tulare,8/8/2019,In Closure,"$80,788.00 ",1,
55 - Tuolumne,8/8/2019,In Review,0,0,
55 - Tuolumne,8/8/2019,Pending Construction,0,0,
55 - Tuolumne,8/8/2019,In Construction,"$805,530.00 ",2,
55 - Tuolumne,8/8/2019,In Closure,0,0,
56 - Ventura,8/8/2019,In Review,"$25,946,643.00 ",12,Greater Los Angeles Counties
56 - Ventura,8/8/2019,Pending Construction,"$6,054,940.00 ",23,Greater Los Angeles Counties
56 - Ventura,8/8/2019,In Construction,"$201,821,182.00 ",56,Greater Los Angeles Counties
56 - Ventura,8/8/2019,In Closure,"$12,761,860.00 ",8,Greater Los Angeles Counties
57 - Yolo,8/8/2019,In Review,"$4,310,733.00 ",5,Greater Sacramento Counties
57 - Yolo,8/8/2019,Pending Construction,"$4,999,275.00 ",6,Greater Sacramento Counties
57 - Yolo,8/8/2019,In Construction,"$17,494,129.00 ",13,Greater Sacramento Counties
57 - Yolo,8/8/2019,In Closure,0,0,Greater Sacramento Counties
58 - Yuba,8/8/2019,In Review,0,0,
58 - Yuba,8/8/2019,Pending Construction,"$1,405,000.00 ",1,
58 - Yuba,8/8/2019,In Construction,"$6,987,839.00 ",9,
